296	9
387	11
354	13
227	7
262	9
339	5
305	8
319	13
326	12
349	13
339	12
313	12
275	12
248	9
386	10
328	13
466	7
269	7
327	11
226	11
404	10
314	9
328	10
296	9
298	8
321	11
270	9
309	14
271	10
266	8
321	11
271	10
452	9
260	10
281	9
362	13
308	15
319	13
247	13
267	9
306	11
300	10
321	11
181	11
309	11
271	9
297	9
335	7
336	12
308	10
387	9
366	14
238	7
367	11
296	8
218	9
286	8
291	8
355	14
345	12
290	7
277	7
261	10
353	5
292	5
341	10
284	9
328	11
299	6
251	9
272	6
328	12
212	10
337	10
347	12
212	8
293	10
242	9
272	9
307	11
303	9
417	11
309	11
372	8
343	11
317	11
307	11
200	10
362	8
263	10
142	9
261	9
268	8
311	9
259	9
342	11
293	8
267	7
229	10
308	8
