1	1	1	297.3627395
2	1	1	302.1861976
3	1	1	297.675904
4	1	1	302.3947658
5	1	1	296.8955848
6	1	1	302.1414715
7	1	1	304.0141104
8	1	1	298.2418216
9	1	1	300.4028259
10	1	1	302.7007527
11	1	1	299.2246577
12	1	1	298.030776
13	1	1	298.9007236
14	1	1	299.0416803
15	1	1	298.1971386
16	1	1	302.043797
17	1	1	304.1391118
18	1	1	302.0410282
19	1	1	304.8650655
20	1	1	296.6021047
21	1	2	298.8566898
22	1	2	306.3972335
23	1	2	303.1094208
24	1	2	301.8446186
25	1	2	303.0263083
26	1	2	308.7291607
27	1	2	305.4830467
28	1	2	303.1887613
29	1	2	300.8488261
30	1	2	302.4212386
31	1	2	304.6910653
32	1	2	302.32545
33	1	2	301.1101901
34	1	2	306.5923827
35	1	2	303.5001365
36	1	2	304.4671334
37	1	2	306.8711868
38	1	2	300.430398
39	1	2	300.2069895
40	1	2	300.654543
41	2	1	297.183427
42	2	1	302.5425234
43	2	1	299.7303583
44	2	1	299.4587585
45	2	1	297.0433428
46	2	1	299.5684802
47	2	1	302.5902558
48	2	1	304.5673591
49	2	1	299.7348533
50	2	1	295.4097991
51	2	1	301.4957193
52	2	1	295.8959986
53	2	1	301.0769619
54	2	1	304.0739718
55	2	1	302.7900458
56	2	1	299.815988
57	2	1	301.5214104
58	2	1	300.5737599
59	2	1	302.980846
60	2	1	301.5298773
61	2	2	303.4069496
62	2	2	303.4035042
63	2	2	300.2319586
64	2	2	300.5809199
65	2	2	302.9860647
66	2	2	302.0050918
67	2	2	303.8056509
68	2	2	305.8902709
69	2	2	301.5881586
70	2	2	301.4844105
71	2	2	303.940708
72	2	2	303.2133004
73	2	2	300.3476619
74	2	2	304.2623105
75	2	2	301.0823957
76	2	2	305.8697385
77	2	2	307.680292
78	2	2	306.099687
79	2	2	305.9905321
80	2	2	303.5901441
81	3	1	300.8759294
82	3	1	298.7367716
83	3	1	297.030448
84	3	1	298.7993159
85	3	1	300.9393649
86	3	1	302.5450891
87	3	1	299.3062029
88	3	1	299.8583859
89	3	1	301.9852033
90	3	1	303.3813443
91	3	1	301.0079028
92	3	1	303.2317104
93	3	1	300.3551353
94	3	1	297.242741
95	3	1	300.2224933
96	3	1	299.6556264
97	3	1	295.2182601
98	3	1	301.6100507
99	3	1	300.146485
100	3	1	301.6432376
101	3	2	300.0692636
102	3	2	298.0725119
103	3	2	301.6301917
104	3	2	304.0154304
105	3	2	294.3445092
106	3	2	298.6258439
107	3	2	293.8285512
108	3	2	302.9651996
109	3	2	300.2627991
110	3	2	298.545079
111	3	2	298.8760061
112	3	2	301.1456267
113	3	2	300.3436504
114	3	2	306.1089753
115	3	2	302.2498878
116	3	2	299.2185508
117	3	2	302.5390391
118	3	2	303.1291364
119	3	2	295.1902936
120	3	2	301.5085365
