-0.210633333	-2.4022	-0.49232	0.002547059
0.136666667	-0.22166	-0.24242	0.052970588
5.619533333	-0.65574	-0.34924	-0.0083
22.6439	-1.40552	-0.3512	0.077917647
0.494633333	-5.10324	-0.1494	-0.000270588
8.663633333	-1.03462	-0.58942	-0.098017647
3.6655	-1.29442	0.0832	-0.001623529
5.603533333	-0.7614	-0.99902	-0.010223529
-1.5712	-0.33396	0.16064	-0.058447059
0.694	-1.98536	-0.25912	-0.053094118
5.785666667	-0.14566	-0.2657	-0.016388235
7.585666667	-0.4066	-0.39384	-0.025935294
-3.013066667	-0.47976	-0.14158	-0.042994118
-0.8937	-1.23832	-0.21418	0.093252941
-1.014833333	0.05366	0.03708	0.006811765
4.940933333	-0.94672	0.26962	0.030470588
7.132133333	-0.38546	-1.57858	0.251982353
6.9671	0.23442	0.33816	0.0178
1.712966667	-1.75794	-0.51294	-0.189788235
9.516333333	-1.8554	0.18686	0.028729412
6.033633333	-1.19198	0.67504	-0.057041176
5.340766667	-2.69008	-0.1316	-0.075358824
-1.683733333	-1.17716	-0.28874	0.004741176
-0.9436	-1.43874	-0.79102	-0.065970588
4.7433	-1.69154	0.01774	0.046070588
6.146366667	-0.07376	0.2305	0.072188235
-10.1257	-1.84138	-1.11946	-0.5915
1.546533333	-0.653	-1.16664	0.134417647
1.800833333	-0.4224	-0.28388	0.0804
-1.435766667	-0.18338	0.61148	0.057517647
8.889133333	1.3149	-1.56592	-0.055558824
5.526966667	-0.7997	1.04808	1.055235294
-14.85053333	-2.06412	-0.21424	0.183117647
8.032033333	-2.97814	0.40042	0.220523529
6.2277	-0.27432	-0.4508	0.078517647
0.675766667	-0.24424	0.00102	0.025452941
3.274766667	-1.74424	-0.35038	-0.034405882
2.662466667	-0.13644	-0.68566	0.1055
-15.5535	-1.63388	-0.03972	0.029947059
-3.725733333	-0.71174	-0.20428	0.017370588
3.4022	-2.23612	-0.49438	0.053317647
0.402866667	-5.11282	-0.00376	0.007517647
10.9774	-3.74022	0.10532	0.123464706
-1.728666667	-0.4756	-0.1749	0.008835294
13.33873333	-0.33874	-0.30064	-0.042517647
2.005166667	-0.32712	0.13024	0.044170588
7.723533333	0.19148	0.10696	-0.041994118
-1.6877	-1.55964	-0.31	-0.138041176
3.9272	-3.7859	-0.48274	0.059394118
8.019233333	-2.48738	-0.13992	-0.049311765
