Win	14.7318	3.58234	2.22284	0.723188235
Win	11.13153333	3.96626	1.61752	0.420217647
Win	22.18993333	3.89044	1.49946	0.349458824
Win	39.77903333	10.8583	3.37378	0.886788235
Win	15.97263333	6.30058	2.59106	1.608564706
Win	31.66613333	4.79476	1.5009	0.874029412
Win	25.039	5.39682	2.44048	0.610535294
Win	22.68806667	3.87112	1.299	1.081017647
Win	23.13563333	6.57992	4.40354	1.6535
Win	13.676	6.54594	2.22484	1.039929412
Win	23.76693333	7.48048	3.0248	1.052935294
Win	32.7972	5.56296	2.0153	0.522570588
Win	18.3738	5.21552	2.80334	0.981876471
Win	19.70656667	7.18388	2.36896	0.764064706
Win	4.002166667	1.1432	0.63174	0.196188235
Win	21.4802	3.55954	2.441	0.951588235
Win	32.7617	18.27906	4.0974	2.755417647
Win	17.0011	3.0482	2.81924	0.538858824
Win	19.97993333	6.95588	2.49666	1.059535294
Win	31.7578	5.8549	2.01686	1.080729412
Win	22.37433333	3.54976	3.0246	0.718423529
Win	28.944	11.35074	3.87242	1.681417647
Win	19.10946667	4.32624	1.62778	0.559182353
Win	17.00363333	7.53392	4.29422	1.147435294
Win	18.04943333	4.55556	1.82418	0.550905882
Win	28.26856667	6.41768	1.8161	0.848564706
Win	15.60803333	1.80008	5.61722	2.495317647
Win	18.1949	3.44246	7.6891	0.831323529
Win	29.46426667	5.6212	2.47252	1.045029412
Win	23.08116667	4.0787	4.91846	0.911711765
Win	31.58143333	6.90742	3.72692	0.612711765
Win	23.5206	7.4151	4.34072	2.635458824
Win	21.46416667	7.21302	7.75962	1.952470588
Win	28.9795	9.52314	4.42468	1.269470588
Win	26.45283333	5.01418	2.8808	0.751641176
Win	6.3379	1.66566	0.78634	0.348423529
Win	21.55943333	6.31352	1.26192	0.611182353
Win	25.09856667	4.01804	3.06496	1.400605882
Win	5.824366667	5.58536	0.84436	0.748388235
Win	13.63796667	3.9501	1.46894	0.708111765
Win	19.67666667	4.44318	2.28594	0.564888235
Win	25.71393333	6.78046	1.54834	0.570447059
Win	27.44046667	7.00194	1.5833	0.651129412
Win	6.768766667	1.80792	0.88698	0.305947059
Win	30.65323333	3.51142	1.74864	0.5806
Win	22.74323333	6.25526	2.26382	0.905
Win	23.47596667	8.36238	3.3684	0.921935294
Win	23.77826667	5.80414	1.71912	0.727305882
Win	36.4137	6.07942	2.22938	0.475929412
Win	21.8561	3.22114	0.81672	0.394394118
Loss	14.94243333	5.98454	2.71516	0.720641176
Loss	10.99486667	4.18792	1.85994	0.367247059
Loss	16.5704	4.54618	1.8487	0.357758824
Loss	17.13513333	12.26382	3.72498	0.808870588
Loss	15.478	11.40382	2.74046	1.608835294
Loss	23.0025	5.82938	2.09032	0.972047059
Loss	21.3735	6.69124	2.35728	0.612158824
Loss	17.08453333	4.63252	2.29802	1.091241176
Loss	24.70683333	6.91388	4.2429	1.711947059
Loss	12.982	8.5313	2.48396	1.093023529
Loss	17.98126667	7.62614	3.2905	1.069323529
Loss	25.21153333	5.96956	2.40914	0.548505882
Loss	21.38686667	5.69528	2.94492	1.024870588
Loss	20.60026667	8.4222	2.58314	0.670811765
Loss	5.017	1.08954	0.59466	0.189376471
Loss	16.53926667	4.50626	2.17138	0.921117647
Loss	25.62956667	18.66452	5.67598	2.503435294
Loss	10.034	2.81378	2.48108	0.521058824
Loss	18.26696667	8.71382	3.0096	1.249323529
Loss	22.24146667	7.7103	1.83	1.052
Loss	16.3407	4.74174	2.34956	0.775464706
Loss	23.60323333	14.04082	4.00402	1.756776471
Loss	20.7932	5.5034	1.91652	0.554441176
Loss	17.94723333	8.97266	5.08524	1.213405882
Loss	13.30613333	6.2471	1.80644	0.504835294
Loss	22.1222	6.49144	1.5856	0.776376471
Loss	25.73373333	3.64146	6.73668	3.086817647
Loss	16.64836667	4.09546	8.85574	0.696905882
Loss	27.66343333	6.0436	2.7564	0.964629412
Loss	24.51693333	4.26208	4.30698	0.854194118
Loss	22.6923	5.59252	5.29284	0.668270588
Loss	17.99363333	8.2148	3.29264	1.580223529
Loss	36.3147	9.27714	7.97386	1.769352941
Loss	20.94746667	12.50128	4.02426	1.048947059
Loss	20.22513333	5.2885	3.3316	0.673123529
Loss	5.662133333	1.9099	0.78532	0.322970588
Loss	18.28466667	8.05776	1.6123	0.645588235
Loss	22.4361	4.15448	3.75062	1.295105882
Loss	21.37786667	7.21924	0.88408	0.718441176
Loss	17.3637	4.66184	1.67322	0.690741176
Loss	16.27446667	6.6793	2.78032	0.511570588
Loss	25.31106667	11.89328	1.5521	0.562929412
Loss	16.46306667	10.74216	1.47798	0.527664706
Loss	8.497433333	2.28352	1.06188	0.297111765
Loss	17.3145	3.85016	2.04928	0.623117647
Loss	20.73806667	6.58238	2.13358	0.860829412
Loss	15.75243333	8.1709	3.26144	0.963929412
Loss	25.46596667	7.36378	2.02912	0.865347059
Loss	32.4865	9.86532	2.71212	0.416535294
Loss	13.83686667	5.70852	0.95664	0.443705882
