1	81.61300142
1	85.50165504
1	73.22345942
1	82.58651996
1	80.95629572
1	76.07693511
1	78.69922393
1	81.0278734
1	90.73519082
1	88.30831109
1	75.95033918
1	89.1047704
1	82.17621267
1	79.81083538
1	82.14422871
1	79.38510183
1	79.62756696
1	84.46909282
1	84.22710347
1	84.25157724
2	76.69327266
2	76.27565888
2	77.95762022
2	77.93857579
2	74.40536025
2	76.90984611
2	76.50536294
2	78.88312186
2	80.27979701
2	80.32781989
2	74.40904153
2	77.23207727
2	73.35764887
2	73.65949778
2	76.97945202
2	81.59789092
2	74.69100226
2	78.11413644
2	76.32324679
2	80.35206842
