1	1	2498.856024
2	1	2500.447538
3	1	2494.76185
4	1	2495.164822
5	1	2495.106959
6	1	2505.916263
7	1	2499.514334
8	1	2505.641932
9	1	2483.098953
10	1	2503.496542
11	1	2494.111796
12	1	2511.19097
13	1	2498.934746
14	1	2491.630317
15	1	2499.170355
16	1	2495.037479
17	1	2508.701055
18	1	2501.740868
19	1	2501.854718
20	1	2499.796387
1	2	2556.644878
2	2	2574.183365
3	2	2510.063636
4	2	2660.168231
5	2	2620.18912
6	2	2562.050834
7	2	2370.272237
8	2	2587.878177
9	2	2601.423738
10	2	2438.050078
11	2	2653.134421
12	2	2566.707
13	2	2668.220451
14	2	2516.16895
15	2	2653.352686
16	2	2636.419284
17	2	2573.988616
18	2	2820.225331
19	2	2578.655291
20	2	2640.60485
