297	347
285	334
348	356
302	327
308	368
308	331
298	338
263	310
342	331
307	355
284	374
295	372
332	318
303	343
304	350
293	350
270	354
286	354
283	340
301	345
303	336
296	336
315	369
293	326
305	343
283	326
280	363
294	328
316	316
304	324
306	361
286	393
286	338
311	367
309	382
273	374
270	382
320	338
299	371
297	345
308	320
298	343
304	357
309	387
268	368
300	355
299	370
308	340
306	324
275	336
303	326
280	370
293	347
302	326
319	346
309	333
305	344
272	378
302	380
323	335
258	343
309	358
251	352
294	340
308	370
266	322
315	401
304	343
319	358
310	336
291	330
307	373
300	351
262	355
307	353
307	364
308	385
302	363
298	364
246	375
331	368
282	327
286	345
317	317
289	362
280	388
313	382
295	368
278	331
333	335
294	354
285	347
273	367
293	376
331	345
313	349
279	372
296	360
317	316
331	334
